LD_Mean_RT_Zscore_CW,PLDF_CW,LD_Mean_RT_CW,OLDF_CW,WN_Zscore_CW,WN_Zscore,Ortho_N_CW,WN_Mean_RT,LD_Mean_RT_Zscore,SUBTLEXus_Freq_AW_Log,PLD_CW,SUBTLEXus_Range_AW,OLDF,PLD,WN_Mean_RT_CW,SUBTLEXus_Freq_CW_Log,LD_Mean_RT,PLDF,OLD_CW,Kuperman_AoA_CW,Phono_N,Phono_N_H,BNC_Spoken_Freq_AW_Log,COCA_spoken_Frequency_Log_AW,Phono_N_CW,Brown_Freq_AW_Log,TL_Freq_AW_Log,COCA_spoken_Range_AW,nwords,Phono_N_H_CW,SUBTLEXus_Range_CW,Log_Freq_HAL,Ortho_N,Kuperman_AoA_AW,Brown_Freq_CW_Log,BNC_Spoken_Range_AW,SUBTLEXus_Range_AW_Log,COCA_fiction_Range_AW,TL_Freq_CW_Log,BNC_Spoken_Freq_CW_Log,OLD,SUBTLEXus_Range_CW_Log,McD_CD_CW,COCA_fiction_tri_2_DP,COCA_spoken_Range_Log_AW,OG_N,OG_N_CW,Log_Freq_HAL_CW,SUBTLEXus_Freq_CW,BNC_Spoken_Range_CW,COCA_news_Range_AW,COCA_spoken_Frequency_Log_CW,COCA_spoken_Range_CW,COCA_fiction_Frequency_Log_AW,MRC_Familiarity_AW,COCA_magazine_Frequency_Log_AW,adjacent_overlap_cw_sent,COCA_news_Frequency_Log_AW,COCA_magazine_tri_2_DP,COCA_fiction_Range_CW,BNC_Spoken_Freq_CW,aoe_inflection_point_polynomial,adjacent_overlap_all_sent,COCA_fiction_Frequency_Log_CW,LD_Mean_RT_SD_CW,fic_av_lemma_freq_log,COCA_news_Range_Log_AW,Brown_Freq_CW,COCA_magazine_Range_AW,adjacent_overlap_2_cw_sent,KF_Nsamp_AW,KF_Freq_CW_Log,news_av_lemma_freq_log,COCA_fiction_Range_Log_AW,USF_CW,prp_ttr,WN_SD,COCA_magazine_Range_Log_AW,MRC_Familiarity_CW,aoe_inverse_average,COCA_spoken_Range_Log_CW,COCA_news_tri_2_DP,KF_Freq_AW_Log,adjacent_overlap_cw_sent_div_seg,COCA_news_Frequency_Log_CW,adjacent_overlap_2_all_sent,COCA_news_Range_CW,mag_av_lemma_freq_log,Trngain_Lasswell_neg_3,av_nsubj_pass_deps_NN,COCA_fiction_bi_MI,aoe_index_above_threshold_40,Trngain_Lasswell,nsubj_pass_stdev,COCA_magazine_Frequency_Log_CW,KF_Nsamp_CW,rubric1,rubric2,rubric3,rubric4,rubric5,rubric6,holistic_score,weights
-0.605238095,8.494368932,612.9969048,8.132330097,-0.567,-0.586982968,10.4549763,596.9671533,-0.600145985,4.925065686,1.464320388,6669.335784,8.751646192,1.344348894,601.7801429,4.246022705,614.6022871,9.16036855,1.625242718,4.659104478,23.58252427,25.30339806,0.181603325,3.16000951,21.35545024,2.592781004,3.944723391,0.65027518,466,22.61137441,5181.84058,13.16762136,10.51213592,4.431517413,1.897909671,77.16244036,3.730038725,0.70003862,3.345196991,-0.551355782,1.532800983,3.55531401,0.629272277,0.146234493,-0.386387358,5.172330097,5.815165877,11.38009479,70145.29469,59.09656569,0.596162174,2.420987572,0.40876699,3.255411539,598.4972376,3.095118361,0.139442231,3.064581093,0.124980685,0.494964913,1.516739682,3.148232713,0.195754717,2.589231278,195.0654762,5.153178859,-0.448932853,376.8162162,0.568222662,0.223577236,307.3316832,2.388491251,4.936456052,-0.261212431,31.10837438,0.098360656,125.4859854,-0.445382601,583.8841463,0.245926551,-0.694816159,0.128050781,3.124075393,1.129032258,2.337490644,0.314009662,0.343282233,4.957478703,0.002222222,0,1.655369786,1.028985507,0.002145923,0,2.371530971,186.3448276,7,7,7,8,7,7,35,0.021276596
-0.645907591,8.447482993,603.5553795,8.065782313,-0.586039604,-0.604625,8.04620462,593.5173571,-0.625553571,4.942576744,1.523469388,6827.937388,8.601488203,1.384754991,599.4814851,4.355584437,610.1374286,9.065825771,1.729421769,4.867256944,20.98214286,22.37142857,0.196269402,3.126129373,19.40924092,2.566998779,3.943728202,0.65988118,588,20.52145215,5602.036424,13.39742857,8.898214286,4.59907919,1.96713042,79.45915924,3.741712701,0.694408684,3.473192074,-0.439547797,1.622958258,3.59294404,0.597736111,0.103128255,-0.398431899,4.053571429,3.689768977,12.04541254,88795.79139,64.47916191,0.60945668,2.468298287,0.447766702,3.127094729,601.3614931,3.065909956,0.107744108,3.033769225,0.103720789,0.513184989,1.85248981,2.525841383,0.157996146,2.501063037,199.4863036,5.050956778,-0.430813783,407.5699659,0.588606267,0.183673469,318.4130435,2.520480849,4.866631108,-0.307446003,40.33928571,0.092783505,126.1148393,-0.433993992,591.3706564,0.197336826,-0.687225328,0.108972844,3.109901355,0.680851064,2.416836257,0.27184466,0.390829244,4.932999341,0,0,1.316550978,0.415789474,0,0,2.443597244,220.0576271,6,6,8,8,7,6,31,0.029411765
-0.651290323,8.720645161,591.8787097,8.394193548,-0.603870968,-0.6056,10.03225806,594.3766,-0.6244,4.988082,1.44516129,6857.14,8.8236,1.314,596.2706452,4.453277419,607.542,9.2562,1.691935484,5.002258065,22.68,23.92,0.229003482,3.298455938,21.5483871,2.590634989,3.95912952,0.678854388,52,22.4516129,5994.354839,13.5956,10.38,4.594,2.023528711,80.03135867,3.749476,0.694397992,3.498143174,-0.341388755,1.572,3.647116129,0.471428571,0.037989865,-0.29925633,5.22,5.612903226,12.37419355,113280.4839,68.60739534,0.60910672,2.781817741,0.51296772,3.165311987,604.75,3.115295302,0.076923077,3.152611034,0.046583036,0.545994695,2.328433015,3.444890948,0.119047619,2.609270368,175.0616129,5.578790763,-0.384838346,490.4827586,0.589101831,0.176470588,314.52,2.661114419,5.552494724,-0.290252307,33.37931034,0.5,128.9136,-0.437893615,595.7586207,0.259440365,-0.467035728,0.055049753,3.178725145,0.333333333,2.636764886,0.379310345,0.432005371,5.513242115,0,0,1.385427727,1.1,0,0,2.572694228,232.8064516,8,8,9,8,8,8,40,0.00621118
-0.588312958,8.420357143,618.6694866,8.065204082,-0.535403423,-0.566481242,8.751219512,600.4304398,-0.600698577,4.895551319,1.605739796,6779.316623,8.620595238,1.435912698,607.7423472,4.281590609,617.1594955,9.043174603,1.773214286,5.117486911,22.00645995,23.53100775,0.169285905,3.176605769,19.1804878,2.5420398,3.925850323,0.668704097,848,20.44390244,5580.895939,13.30841085,9.662790698,4.710727763,1.957398764,80.13035741,3.734033641,0.715068582,3.421835329,-0.457415967,1.623214286,3.581384264,0.621705094,0.137091357,-0.34430095,4.408268734,4.336585366,11.85339024,78415.57107,66.40569749,0.617252376,2.580848099,0.477977727,3.218824988,596.319242,3.124731556,0.113733906,3.093853005,0.126094455,0.552180975,1.668905116,3.249503387,0.178973717,2.655457584,210.3275795,5.019748933,-0.391326882,387.8380463,0.594795018,0.174193548,321.2108037,2.536068032,4.873323049,-0.250982937,31.27956989,0.089285714,125.5782018,-0.389754573,583.6875,0.254513879,-0.579735212,0.128333245,3.144198009,0.768115942,2.515463346,0.273525721,0.415699983,4.907837573,0.015625,1,1.593328752,1.044354839,0.015330189,0.471404521,2.544385577,220.3822785,8,8,8,8,8,8,40,0.00621118
-0.641314741,8.462741935,602.5603187,8.095241935,-0.564342629,-0.596831461,8.007936508,594.5143596,-0.630044944,4.831505869,1.513306452,6726.85553,8.532737557,1.427149321,603.2816335,4.321189558,607.1754831,9.024253394,1.735483871,5.012438017,20.40134529,21.66143498,0.115262947,3.116247447,19.45634921,2.49240425,3.852206524,0.661263691,460,20.69444444,5603.393574,13.3,8.84529148,4.776137931,1.974043077,79.13009404,3.730738826,0.680031785,3.406077988,-0.449756421,1.643099548,3.592760643,0.481486957,0.098593835,-0.364774815,4.062780269,4.150793651,12.10964286,88471.61446,65.50106173,0.617538231,2.566364066,0.475673543,3.067154694,600.044665,3.043662537,0.19266055,3.032857088,0.102589689,0.51309909,1.898027345,3.234108833,0.242105263,2.513410553,191.7128685,5.164297754,-0.414651309,392.3319328,0.592979896,0.289099526,322.5235955,2.545364589,4.994234126,-0.294563539,39.91525424,0.118644068,125.0293258,-0.422235344,592.5753425,0.2587834,-0.601385363,0.104868522,3.074151973,1.826086957,2.491286125,0.33604336,0.420925272,5.026215167,0.004587156,0.333333333,1.37102135,1.251497006,0.004347826,0.433012702,2.498945482,230.2151394,8,8,8,8,8,6,36,0.015384615
-0.602287582,8.400886918,612.0943137,8.020288248,-0.540130719,-0.57496144,8.069264069,599.3500257,-0.607326478,4.647342366,1.5654102,5946.165394,8.523116883,1.441493506,607.3919826,3.984232762,613.1215167,9.047467532,1.786807095,4.789419643,20.59667093,21.87067862,-0.021403417,2.884135475,19.24891775,2.361331624,3.791300185,0.57917853,835,20.37229437,4470.074946,12.78600512,8.696542894,4.558745098,1.692142606,72.06100228,3.58281056,0.634993199,3.270278067,-0.703519633,1.65038961,3.363456531,0.699203661,0.105500571,-0.564366847,4.139564661,4.0995671,11.2002381,71752.79872,55.35838175,0.529102549,2.190780943,0.365984723,3.001534651,597.0576631,2.87926526,0.085416667,2.834700202,0.106836618,0.449071168,1.306640618,3.304150999,0.149425287,2.374753473,198.6430283,4.8281617,-0.603659109,309.4679335,0.512586099,0.125531915,281.7041885,2.279014402,4.594173716,-0.386047554,29.16284404,0.103448276,123.3429049,-0.58656095,583.7660167,0.255029924,-0.896233626,0.109050639,2.938062417,0.546666667,2.175354267,0.211212516,0.306532936,4.629535854,0.002528445,0.5,1.527231029,1.131661442,0.003592814,0.433012702,2.228890254,174.2629213,7,7,7,6,6,6,32,0.027027027
-0.63580402,8.48513089,605.3727136,8.058612565,-0.599547739,-0.605061728,8.328320802,593.1593827,-0.614156379,4.909545328,1.591623037,6865.252441,8.543604488,1.459467041,596.1292965,4.401079275,612.5015638,9.032047686,1.814921466,5.098246575,20.5260274,22.14109589,0.251145834,3.282071026,19.06516291,2.593746467,3.893279293,0.706829879,752,20.41854637,5860.953368,13.5479863,8.893150685,4.79771223,2.113426364,82.86987381,3.741046444,0.699496227,3.44774069,-0.264908172,1.703927069,3.607757772,0.458438202,0.084639697,-0.277063814,3.724657534,4.177944862,12.38987469,100759.2461,71.61990157,0.637227092,2.824223677,0.55590614,3.137709453,600.9266055,3.137995123,0.217158177,3.101415048,0.101430991,0.549365714,2.189019858,2.697639718,0.246753247,2.623168972,192.6647487,5.299386908,-0.363181189,458.0670103,0.62017057,0.340720222,325.1315789,2.618583199,5.175245108,-0.258914143,37.5821727,0.084337349,122.7568038,-0.361028644,592.8746356,0.210549138,-0.446176211,0.097793305,3.134485718,2.612903226,2.606220137,0.41989882,0.462832967,5.218433603,0.004329004,0,1.282083452,0.812749004,0.003989362,0,2.633940403,238.5601023,7,6,7,6,6,6,31,0.029411765
-0.63976,8.62092437,601.39664,8.181260504,-0.58384,-0.595836735,10.608,592.1989388,-0.634816327,4.979165417,1.370588235,6860.754167,8.727824268,1.291631799,594.49416,4.2966375,605.1920816,9.252468619,1.553781513,4.391452991,23.04081633,24.60816327,0.24384578,3.246848139,20.008,2.65515306,4.044451095,0.686702395,259,21.168,5487.908333,13.42195918,10.54285714,4.263771186,2.000439584,81.23657826,3.754554583,0.727927914,3.538959102,-0.456516462,1.49916318,3.594945833,0.604646552,0.108590224,-0.317457206,5.220408163,5.512,11.86072,78442.28333,66.09338,0.63196908,2.569507128,0.46942838,3.307851109,601.8127854,3.182542733,0.111111111,3.158005771,0.085430694,0.544878132,1.588086183,3.297995866,0.19650655,2.675316391,193.06784,5.107679551,-0.36696759,385.5701754,0.599839184,0.181818182,325.1604938,2.509325998,4.870094565,-0.22367961,39.01694915,0.162790698,121.9094286,-0.369668019,589.009901,0.264512962,-0.574815627,0.082988894,3.182865046,0.777777778,2.516952304,0.3,0.407328716,4.900251726,0.004115226,0,1.534193876,1.136986301,0.003861004,0,2.54221647,217.7886179,6,6,6,6,6,6,30,0.020408163
-0.63,8.558695652,601.4670833,8.127826087,-0.594166667,-0.595348837,7.875,596.5972093,-0.614186047,4.570690476,1.463043478,5679.738095,8.596904762,1.419047619,595.9441667,3.684969565,610.8460465,8.995714286,1.7,4.936521739,19.11627907,20.55813953,-0.230754346,2.977787534,18.20833333,2.308175648,3.89032424,0.586239726,48,19.875,3510.782609,12.89674419,8.674418605,4.64452381,1.439575215,65.07364525,3.534145238,0.607514649,3.232352108,-1.161039049,1.628571429,3.215978261,0.685681818,0.117694612,-0.521782992,3.162790698,3.958333333,10.94333333,61940.26087,40.84320512,0.549649058,2.089330778,0.29825269,2.967852437,600.0571429,3.02191001,0.125,2.975447396,0.172560765,0.346574249,1.244224364,3.57072338,0.25,2.099312875,187.5879167,4.857070952,-0.556454352,315.1904762,0.548909823,0,294.6904762,2.310659829,4.927963615,-0.399486293,22.22727273,0.5,127.602093,-0.514639724,586.7222222,0.251096696,-0.924827695,0.184249272,3.088596154,2,2.117333268,0,0.267737723,4.986159185,0.085106383,0,1.45097817,1,0.085106383,0,2.194063404,174.5652174,7,7,7,6,6,6,32,0.027027027
-0.631649485,8.637853403,606.7300515,8.272565445,-0.575257732,-0.597606061,9.153061224,596.0378788,-0.60969697,4.84880697,1.427748691,6572.939394,8.718165138,1.331039755,600.0090206,4.239914433,612.1768788,9.146850153,1.690314136,4.63356383,21.46987952,22.84638554,0.053393451,3.089787869,21.95918367,2.434689941,3.795781171,0.630827837,333,23.08163265,5364.438144,13.18566265,9.337349398,4.353003096,1.765555896,75.79446664,3.700943636,0.671279947,3.362879735,-0.621128877,1.602293578,3.548666495,0.56427933,0.104300881,-0.394307134,4.578313253,5.198979592,11.78290816,83081.98969,60.21208129,0.558433769,2.486822081,0.427481592,3.116456664,602.7317881,2.977281115,0.20754717,2.939479512,0.113805401,0.495720326,1.411364953,2.956695887,0.267716535,2.537985185,198.2375773,5.088628568,-0.484504171,298.3101604,0.536470222,0.311258278,284.0426829,2.373405197,4.916085422,-0.277640411,39.48351648,0.107142857,128.322303,-0.480531165,594.760479,0.232838671,-0.638723786,0.118555325,2.972242522,2.0625,2.362906871,0.420168067,0.348955327,4.962740932,0,1,1.527824819,0.72519084,0,0.5,2.394155879,181.1302083,6,6,6,6,6,6,30,0.020408163
-0.56543379,7.963638444,625.7376484,7.67597254,-0.495365297,-0.544077419,6.722095672,605.6475871,-0.5836,4.40303697,1.815102975,5390.866496,8.370749354,1.574741602,618.1740411,3.534932353,621.433729,8.804664083,1.943020595,5.721306413,18.4007732,19.73969072,-0.224659825,2.760792833,14.71526196,2.23961332,3.704073391,0.535869398,833,15.90660592,3333.39819,12.47094072,8.394329897,5.064688742,1.422791379,66.19301661,3.465021694,0.58727453,3.030403302,-1.091215894,1.712080103,3.132938914,0.808673522,0.154662993,-0.623810242,3.975515464,3.671981777,10.52250569,31667.61086,43.21487189,0.505298061,1.890761069,0.260604933,2.876969051,594.9921997,2.807888017,0.068230277,2.786222362,0.149062981,0.348022688,0.751694155,4.028778228,0.17254902,2.082040391,207.6443836,4.39255764,-0.643327712,181.9469496,0.489126195,0.0995671,278.0798935,2.175768658,4.223737638,-0.435670518,27.4195122,0.086956522,126.9075355,-0.62948478,578.6412698,0.303449201,-1.049982593,0.152568079,2.945719197,0.5,1.97633468,0.24005305,0.232649926,4.272269778,0.008739076,1.5,1.509088457,1.490304709,0.009603842,0.829156198,1.998901267,151.6304348,11,11,11,10,11,11,55,0.5
-0.611771845,8.419232804,612.5205583,8.040687831,-0.554684466,-0.577416667,7.756038647,599.9562639,-0.608305556,4.738888584,1.593650794,6435.443642,8.556166181,1.447886297,605.8664563,4.107510938,614.8356944,8.996107872,1.78478836,5.038091398,21.08587258,22.59972299,0.072227553,2.945860486,19.71256039,2.448680546,3.83828258,0.610532775,742,21.0942029,5033.130208,13.05200831,8.879501385,4.730397059,1.892429485,77.27645478,3.66730289,0.653149285,3.324021558,-0.527664314,1.645408163,3.472179427,0.652389503,0.125771944,-0.48862457,4.220221607,4.22705314,11.67207729,73057.32813,63.16180832,0.577381905,2.277579832,0.405634112,2.971769079,598.9749164,3.00781547,0.152882206,2.962170452,0.129667686,0.472698256,1.511878578,3.271214784,0.210447761,2.325295467,200.3326214,5.005610579,-0.475148079,324.7979275,0.563914573,0.233502538,301.8249641,2.4285334,4.840037207,-0.380287839,31.1253406,0.068965517,126.7704306,-0.458332613,589.495082,0.254270667,-0.798909896,0.140317591,3.035698115,1.326086957,2.349155288,0.30060423,0.371507458,4.861747909,0.001490313,0,1.559518525,0.879699248,0.001347709,0,2.401231424,201.8020566,9,9,9,9,9,9,45,0.032258065
-0.547435897,8.182548077,628.23338,7.829903846,-0.512773893,-0.55096206,6.937209302,605.0002168,-0.570934959,4.492109904,1.685817308,5697.866575,8.387931034,1.526827586,614.5727273,3.728373923,623.868374,8.842744828,1.900120192,5.56973494,18.23545332,19.41677943,-0.146628866,2.828190439,16.36744186,2.311121051,3.68573696,0.565214974,772,17.48837209,3983.047847,12.58856563,8.243572395,5.08208852,1.630321625,69.63811109,3.491800963,0.623727602,3.085772246,-0.899908908,1.716896552,3.197113397,0.793087302,0.103286114,-0.59293866,3.759133965,3.651162791,10.88523256,60999.61005,51.34514877,0.523189853,2.102614774,0.348610208,2.94786871,590.4019293,2.836924001,0.098039216,2.788227941,0.098888703,0.428596515,1.248098276,3.857286581,0.167155425,2.274472453,203.7048951,4.6762004,-0.632005502,303.7651715,0.5100543,0.150895141,278.5310345,2.234740329,4.507224419,-0.404232098,24.54691689,0.085106383,127.2867209,-0.609101695,574.2993827,0.28964671,-0.950194043,0.11531687,2.91754705,0.975609756,2.088213344,0.272588055,0.302098894,4.530341175,0.007102273,1.333333333,1.426583467,1.485148515,0.006476684,1.224744871,2.140440879,169.9855769,9,8,9,9,8,8,41,0.045454545
-0.573111782,8.222180685,620.0783082,7.862928349,-0.535679758,-0.550135135,7.193353474,608.1944788,-0.578571429,4.542166208,1.775700935,5752.51277,8.341948819,1.661712598,613.0812689,3.986539441,621.3967568,8.782125984,1.996261682,5.651948882,18.09073359,19.55598456,-0.159384878,2.946534089,16.64048338,2.29133508,3.731866693,0.586372863,543,18.06646526,4486.36646,12.80341699,8.032818533,5.185171026,1.738493233,69.69048606,3.541767191,0.605857377,3.259790971,-0.748080503,1.84488189,3.344240062,0.67555,0.155392334,-0.492573453,3.528957529,3.700906344,11.52616314,88137.50932,55.74966304,0.549539455,2.415258348,0.418113525,2.871957083,596.1011494,2.921830857,0.163076923,2.872683179,0.168296039,0.439921342,1.833547619,4.27766813,0.16798419,2.296334885,201.5083988,5.137758345,-0.556822511,406.3583618,0.542674991,0.234375,302.074,2.466194218,5.059267933,-0.418418727,28.65957447,0.214285714,131.5085328,-0.528883809,587.5871212,0.334666734,-0.728390804,0.185757658,2.995686661,1.152173913,2.322576757,0.265060241,0.367794245,5.114445599,0.005964215,1,1.665532469,1.829493088,0.005524862,0,2.387291149,217.3674121,9,9,9,9,9,9,45,0.032258065
-0.619662447,8.638212766,612.3901688,8.270510638,-0.594472574,-0.621287129,9.561181435,590.0719208,-0.618851485,5.057152778,1.539574468,7352.676587,8.717634195,1.422067594,598.2668354,4.605588559,611.8502178,9.120357853,1.711914894,5.1708,22.39207921,24.0019802,0.323597728,3.31088359,21.74261603,2.63272316,3.996224002,0.720085904,513,23.17299578,6488.381356,13.69041584,9.449504951,4.763495935,2.156551437,85.01087934,3.822397619,0.752777475,3.568278875,-0.177278509,1.629622266,3.726309746,0.474887387,0.108851778,-0.245378794,4.100990099,4.666666667,12.5478903,116827.4661,73.87271925,0.656405908,2.825063,0.566543511,3.293920276,598.8550107,3.219730789,0.202643172,3.17301143,0.114854071,0.599078848,2.333037728,2.977787676,0.26618705,2.757433506,208.2970042,5.287131059,-0.313318739,473.6478261,0.637530942,0.28372093,343.497006,2.743252996,5.142421616,-0.190489359,31.53913043,0.103896104,120.1166139,-0.308622394,591.5209302,0.244074233,-0.426144983,0.119097213,3.232423067,1.533333333,2.669123754,0.353535354,0.484209266,5.166510263,0.002012072,0,1.401825699,0.97037037,0.001949318,0,2.714783356,267.9184549,7,7,8,8,7,6,33,0.03125
-0.561549296,8.344144928,624.4976901,7.998753623,-0.505605634,-0.548930921,8.019444444,604.1134046,-0.578075658,4.532509571,1.581449275,5833.830033,8.500468227,1.462792642,614.14,3.767003116,621.2639967,8.976488294,1.806666667,5.391011905,19.95106036,21.17618271,-0.122125501,2.782387264,18.78888889,2.4265201,3.743966279,0.575348313,658,19.76666667,4195.368272,12.57577488,8.613376835,4.915568761,1.740426679,70.67528323,3.495669802,0.632776245,3.243220992,-0.890260528,1.676923077,3.203350708,0.794614379,0.111782351,-0.632118874,4.150081566,4.025,10.87483333,63662.09348,51.75424469,0.523085229,2.024963115,0.348898289,2.927394964,592.1194605,2.768142628,0.1,2.718939445,0.092949669,0.444466625,1.169621497,3.674976652,0.153094463,2.280535173,200.9137183,4.717231086,-0.67098444,314.6195286,0.503627956,0.142458101,281.910017,2.232106648,4.446763498,-0.427679328,20.27987421,0.097826087,123.3042928,-0.653160564,576.3152174,0.279529685,-1.024985581,0.098438023,2.89269,0.43902439,2.025528864,0.221674877,0.297607795,4.493425042,0.004909984,3,1.543444461,1.331950207,0.006079027,1.527525232,2.0779375,174.2083333,12,12,12,12,12,12,60,1
-0.607283582,8.579969325,608.6990746,8.189141104,-0.555253731,-0.569756554,9.740298507,600.175618,-0.591423221,4.707274286,1.424846626,6256.950476,8.57767619,1.386,602.8912239,4.132559202,615.6095506,9.048533333,1.641257669,4.945094937,21.47565543,22.81086142,-0.057305426,2.905687458,21.34029851,2.373533996,3.783430133,0.581490771,607,22.39402985,5103.757669,12.8340824,9.638576779,4.614601942,1.812652162,73.31410699,3.635768381,0.662000091,3.375215379,-0.649760364,1.59647619,3.472424233,0.655369128,0.136610861,-0.511675552,4.647940075,5.017910448,11.52170149,74305.63497,59.65114817,0.529360434,2.325512714,0.401591162,3.072503899,594.88,2.916954505,0.092896175,2.85261975,0.137271848,0.518335424,1.322163994,3.60978375,0.168761221,2.574827014,197.5626567,5.001779427,-0.55156982,318.592233,0.513189789,0.150684932,279.5171756,2.416856521,4.741883712,-0.317434536,30.07792208,0.082352941,122.7118165,-0.527556188,582.9929825,0.2773922,-0.767493215,0.144892039,2.946582295,0.693877551,2.313066176,0.237410072,0.348297819,4.772902363,0,1,1.715593991,1.211009174,0,0.5,2.389819035,194.2892308,9,9,10,9,9,9,45,0.032258065
-0.650689655,8.624285714,598.0386207,8.296428571,-0.604137931,-0.58962963,10.55172414,591.382963,-0.613333333,5.171303774,1.542857143,6997.886792,8.830566038,1.36509434,587.8486207,4.478875,612.797037,9.21490566,1.680357143,4.476428571,20.66666667,22.33333333,0.361502381,3.392776327,20.06896552,2.749230721,4.084406096,0.710908472,56,21.44827586,5780.178571,13.7012963,10.2037037,4.193773585,2.028543352,81.24596639,3.777343396,0.762533721,3.645616988,-0.37026554,1.575471698,3.647878571,0.57925,0.102555081,-0.279414704,3.814814815,3.931034483,12.08758621,112862.75,66.41835852,0.649970434,2.748002234,0.502777559,3.47146726,603.7446809,3.285437261,0.15,3.243104332,0.11530814,0.601511379,1.873310688,3.29601954,0.290322581,2.914080142,187.6075862,5.230284943,-0.336752769,469.2962963,0.617583026,0.181818182,318.1296296,2.590165038,5.026169548,-0.182976914,21.35714286,0.6,116.3935185,-0.343362011,589.5,0.291053922,-0.494990745,0.135788436,3.226369502,1.5,2.655801331,0.352941176,0.444418535,5.060192292,0,0,1.418492894,1.294117647,0,0,2.697278617,215.3448276,6,6,7,6,6,5,28,0.090909091
-0.529072848,7.981906355,634.9492053,7.654448161,-0.476192053,-0.524489403,6.194078947,610.871368,-0.553294798,4.418526062,1.794983278,5457.169884,8.33,1.583430233,621.610298,3.573358804,629.6555684,8.74620155,1.969732441,5.725105634,17.17850288,18.48368522,-0.158975084,2.721145323,13.62171053,2.30204396,3.62569601,0.537392637,582,14.625,3605.960133,12.41733205,7.723608445,5.076107784,1.531206069,67.91100069,3.442101351,0.592623971,2.98542787,-0.975573795,1.759689922,3.117805648,0.765655172,0.165949174,-0.677909265,3.366602687,2.815789474,10.52894737,43351.57143,47.15223802,0.498782595,1.892319135,0.295104282,2.861279309,593.3761905,2.752319006,0.06122449,2.717092921,0.163180299,0.376152789,1.029057977,3.584416926,0.119180633,2.109498233,212.168245,4.607106461,-0.699670871,265.8470588,0.483089847,0.089020772,267.3023715,2.138097284,4.444924393,-0.461308369,28.98084291,0.109375,133.376474,-0.685143922,576.4672897,0.274011573,-1.100309511,0.167017796,2.870284749,0.4375,1.965351903,0.179924242,0.26403418,4.477692369,0.007117438,1,1.563701307,1.306382979,0.006872852,0.816496581,1.997167406,154.2076125,10,9,10,10,10,10,49,0.5
-0.627639344,8.484983165,605.0158033,8.107912458,-0.563409836,-0.586649916,8.725490196,597.5349581,-0.625628141,4.903161252,1.482154882,6793.411168,8.679949066,1.369694397,604.7809836,4.243415719,608.3650084,9.150016978,1.717676768,4.705758621,21.14214047,22.6722408,0.221371595,3.18706605,18.57189542,2.572778631,3.91765748,0.670588542,620,19.82352941,5471.561873,13.32698997,9.382943144,4.513505155,1.945416643,80.32732692,3.720897462,0.711117452,3.362263661,-0.451768012,1.601612903,3.541737124,0.633805243,0.096861144,-0.365886148,4.563545151,4.650326797,11.77679739,77543.44482,65.46396437,0.612439465,2.523554034,0.468764382,3.216053144,597.2865065,3.105675583,0.132653061,3.082528567,0.106135927,0.534436173,1.695616287,3.22531629,0.2043222,2.580825305,191.0011475,4.905487069,-0.422494003,376.1799308,0.589204279,0.21875,316.9128205,2.523961908,4.68312989,-0.263613289,35.44366197,0.073684211,124.4433668,-0.427111287,582.7587549,0.24904212,-0.640067666,0.110364033,3.161865369,1.147058824,2.447471305,0.319277108,0.407242109,4.748011165,0.003496503,0,1.35004654,0.87628866,0.003225806,0,2.450133354,218.225256,6,7,8,7,8,6,33,0.03125
-0.620774648,8.641642857,604.6721831,8.147857143,-0.558380282,-0.592206897,10.07746479,593.7648621,-0.627413793,4.880513194,1.367857143,6771.777778,8.664375,1.308159722,604.2191549,4.211373571,606.3941724,9.253055556,1.580714286,4.894571429,22.66896552,23.62413793,0.208602567,3.1761073,19.45070423,2.617184031,4.025100634,0.690353186,295,20.14084507,5213.214286,13.21189655,10.51724138,4.646215278,1.973894434,80.41667166,3.692361806,0.72304619,3.457703465,-0.490329657,1.522222222,3.456623571,0.676389313,0.107532885,-0.38285449,4.496551724,3.711267606,11.62732394,88929.27857,63.33185081,0.655154933,2.449899739,0.471704159,3.244630413,600.120155,3.104566881,0.141304348,3.142628187,0.095378378,0.530633589,2.073052309,4.12901162,0.301775148,2.577359605,196.6609155,4.957195564,-0.398152629,511.9448819,0.605153557,0.302631579,342.7651246,2.5474764,4.859496874,-0.289250293,26.54744526,0.105263158,125.2943793,-0.44554896,588.036036,0.314479992,-0.726306094,0.105381488,3.229031724,1.625,2.484099464,0.457142857,0.431364606,4.818882916,0,0,1.380448978,1.7875,0,0,2.409907559,227.2255639,6,5,6,6,6,6,29,0.125
